         39231828 function calls (39227778 primitive calls) in 21.247 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        3    0.000    0.000    0.000    0.000 texture_atlas.py:204(max_width)
        1    0.000    0.000    0.000    0.000 ImageFile.py:337(Parser)
        2    0.000    0.000    0.000    0.000 window_commands.py:116(set_window)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 shader.py:567(create_ubo)
        5    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:241(_cleanup)
        1    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1465(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 import arcade.py:117(__init__)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:47(PpmImageFile)
        8    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:259(PngInfo)
        2    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        3    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        5    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 __init__.py:624(set_maximum_size)
        1    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        1    0.000    0.000    0.000    0.000 base.py:281(attach)
        1    0.000    0.000    0.000    0.000 __init__.py:1010(set_minimum_size)
        1    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
        1    0.000    0.000    0.000    0.000 context.py:337(gc_mode)
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 types.py:171(__get__)
        1    0.000    0.000    0.000    0.000 base.py:236(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:653(_register_loader)
        2    0.000    0.000    0.000    0.000 vertexdomain.py:247(is_empty)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:237(iTXt)
        1    0.000    0.000    0.001    0.001 application.py:679(set_caption)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 mouse.py:59(__init__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:67(__len__)
        1    0.000    0.000    0.000    0.000 application.py:524(set_viewport)
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 vertexarray.py:53(id)
        1    0.000    0.000    0.000    0.000 __init__.py:670(set_fullscreen)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:277(DibImageFile)
        2    0.000    0.000    0.000    0.000 contextlib.py:381(_exit_wrapper)
        2    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:664(_register_writer)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:478(_getmp)
        1    0.000    0.000    0.000    0.000 ImageFile.py:311(StubImageFile)
        1    0.000    0.000    0.000    0.000 context.py:227(projection_2d)
        2    0.000    0.000    0.000    0.000 __init__.py:588(visible)
        2    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 shader.py:639(View)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:104(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 key.py:85(__init__)
        1    0.000    0.000    0.000    0.000 application.py:687(set_maximum_size)
        3    0.000    0.000    0.000    0.000 texture_atlas.py:213(max_height)
        2    0.000    0.000    0.000    0.000 __init__.py:894(config)
        1    0.000    0.000    0.000    0.000 layout.py:1194(_wrap_lines_invariant)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:66(GradientFile)
        4    0.000    0.000    0.000    0.000 texture.py:255(glo)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
        1    0.000    0.000    0.000    0.000 __init__.py:1180(set_vsync)
        1    0.000    0.000    0.000    0.000 subprocess.py:908(__enter__)
        3    0.000    0.000    0.000    0.000 shader.py:609(<genexpr>)
        1    0.000    0.000    0.000    0.000 sprite_list.py:1021(update_height)
        1    0.000    0.000    0.000    0.000 framebuffer.py:218(width)
        2    0.000    0.000    0.000    0.000 clock.py:568(<listcomp>)
        4    0.000    0.000    0.000    0.000 fontconfig.py:217(_italic_to_slant)
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1036(_idat)
        1    0.000    0.000    0.000    0.000 sprite_list.py:1009(update_size)
        1    0.000    0.000    0.000    0.000 plaintext.py:42(PlainTextDecoder)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        1    0.000    0.000    0.000    0.000 shader.py:608(<listcomp>)
        1    0.000    0.000    0.000    0.000 ImageFile.py:284(load_end)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 glx_info.py:73(set_display)
        1    0.000    0.000    0.000    0.000 __init__.py:1156(set_visible)
        2    0.000    0.000    0.000    0.000 shader.py:607(<lambda>)
        1    0.000    0.000    0.000    0.000 ImageFile.py:568(PyCodecState)
        1    0.000    0.000    0.000    0.000 __init__.py:1034(set_maximum_size)
        1    0.000    0.000    0.000    0.000 framebuffer.py:227(height)
        1    0.000    0.000    0.000    0.000 subprocess.py:1726(_internal_poll)
        1    0.000    0.000    0.000    0.000 query.py:82(ctx)
        1    0.000    0.000    0.000    0.000 application.py:243(background_color)
        1    0.000    0.000    0.000    0.000 __init__.py:35(<module>)
        1    0.000    0.000    0.000    0.000 atlas.py:89(compact)
        2    0.000    0.000    0.000    0.000 __init__.py:844(style)
        1    0.000    0.000    0.000    0.000 xlib.py:126(compatible)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1047(_fdat)
        1    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 base.py:288(detach)
        1    0.000    0.000    0.000    0.000 enum.py:753(value)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 glsl.py:47(out_attributes)
        1    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 contextlib.py:479(__enter__)
        1    0.000    0.000    0.000    0.000 shader.py:292(uniform_blocks)
        1    0.000    0.000    0.000    0.000 base.py:113(start)
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        1    0.000    0.000    0.000    0.000 xlib.py:133(is_complete)
        1    0.000    0.000    0.000    0.000 base.py:122(stop)


